i’ve been feeling so much better about myself because of all the sweet words i’ve been getting from beautiful women &lt;333 can’t wait to slowly fall in love with myself again,1,twitter-api
Feeling so much better today I've even begun to carry on writing my latest fic,1,twitter-api
There is no better feeling than being loved.,1,twitter-api
Hopefully we will wake up feeling better tomorrow,1,twitter-api
"I am feeling so much better, I feel I can return to normal",1,twitter-api
"Feeling better today, im just sick of taking pain meds daily I really hope it goes away before my next appointment",1,twitter-api
spoke to my daughter for 30 minutes which was nice; she's not dodging my medical issues any more thank goodness; it was a problem before.,1,twitter-api
"Still back pain and stuck in beddy but definitely feeling a lot better than before so yay. ",1,twitter-api
"i’m getting back to myself, feeling way better",1,twitter-api
Every Since I’ve Been Working Out…I Been Feeling So Much Better Mentally,1,twitter-api
There’s no better feeling than being in control of your own happiness. Can’t nobody take that from you.,1,twitter-api
ive been feeling pretty bad for a while but people were so nice about it today it made me feel better for now,1,twitter-api
"I ain't perfect, not by a long shot, but I feel like I am me. And I feel like I can be an even better me now that I know who that is.",1,twitter-api
"It is a nice feeling when you know that some one loves you, misses you, needs you, but it is better when you know that's some one never ever forgets you.",1,twitter-api
"i had a really tough day mentally at school, but i’ve been told i don’t need to attend the last few weeks which is a HUGE relief, so i’m feeling better!",1,twitter-api
I think that im good at helping others and I want to help others,1,twitter-api
"thinking about writing a book, a blog, about growing up a tumbleweed just rolling through life and then bam!",1,twitter-api
Thinking about 2005. That final. Changed my life as a kid. Truly believed anything is possible in life.,1,twitter-api
"i’ve been thinking about my life and the future, and there’s a decision i have to make. even though i may regret it at some point, i know it’s best for me, and ill benefit me.",1,twitter-api
i just want to try harder to put my life back together and be useful to myself and those around me.,1,twitter-api
"Cleaning my room. Drinking a seltzy. Enjoying my new oscillating fan. Thinking about a new love in my life. The air feels like a kitten. ",1,twitter-api
thinking about this one time my coworkers bought me a cupcake and sang me happy birthday. i’ve experienced so much kindness in my life,1,twitter-api
"If there's one thing I know, it's that I'm highly favored.",1,twitter-api
"Scaling back at work significantly improved my burnout. I can live my life without constantly thinking about work, or recovering from work.",1,twitter-api
thinking about the future is so exciting and scary at the same time. But I literally can't wait to see where life takes me,1,twitter-api
"I’m doing well, I’ve finished my final exams so I’m done with school now for the entire summer!! I’ve got nearly 5 months now off to enjoy my life ahh I’m so excited!",1,twitter-api
So I’ve been documenting bits and pieces of my life on film. And I get so excited to see them come back after they get developed,1,twitter-api
Excited to get my life in order and start exploring our new town a bit more,1,twitter-api
Friday I’ll be releasing on SoundCloud a short project I’ve been holding onto for over a year. I’m excited to share with everyone,1,twitter-api
My children will have the time of their life today. I am so excited for them. It’s going to be a fun day for them with plenty gifts and goodies,1,twitter-api
"I love how everyone is starting their lovely businesses, and I aspire and am sooo excited to start mine",1,twitter-api
Tomorrow at midnight I leave for Nashville. That’s so crazy. I’ve never been so nervous in my life! Excited! But nervous. Praying for good things ahead,1,twitter-api
It’s the day I’ve waited my whole life for! OH MY GOD IM SO EXCITED,1,twitter-api
It’s weird that june could be my last full month in my current job. I am so nervous/excited for the next chapter of my life to begin,1,twitter-api
"I've been working SO hard for this opportunity for YEARS of my life. When we finally signed the contract I cried tears of happiness. ",1,twitter-api
I have like 4 versions of my life that I want to live and I’m so excited for all of them,1,twitter-api
"Less than a month from now I’ll be starting my first semester on my journey to becoming an Interior Designer! I’m nervous to make such a big life move, but excited for the opportunities this will bring",1,twitter-api
finally been feeling like my life has direction and purpose after being lost for the past couple years,1,twitter-api
"I’m so grateful for the opportunity to become a mother! I’m thankful for the support of my friends, family and both of my amazing partners! ",1,twitter-api
I’m both super excited and nervous because in exactly 20 days I’m going to be marrying the love of my life.,1,twitter-api
excited for this next chapter of my life,1,twitter-api
"I got so many new things today I am so excited for my new chapter in life to start ",1,twitter-api
"I'm moving out on Saturday, I'm nervous but also so excited for this next chapter of my life!",1,twitter-api
I am so happy that I've reached a level in my life where I am ready to do the next thing,1,twitter-api
This new opportunity in my life has me so grateful and makes me feel so completely blessed!!,1,twitter-api
I learn consistently I’m so excited I’m having a good time and I’m just dropping in absolute gratitude,1,twitter-api
"i’m going home with a plan in place and i’m gonna start saving up for LA. ",1,twitter-api
"i am very  grateful for life is beautiful and getting to go with my other besties to my very first festival ",1,twitter-api
I’m so excited for this new chapter of my life,1,twitter-api
Working on finding new friends to enjoy my empty nest phase of life. So excited to reconnect with some interests I let go for a while!,1,twitter-api
I’ve been going since September and it’s literally changing my life for the better.,1,twitter-api
"in a about month im gonna go to summer camp for a week,, im nervous and excited since its gonna be the first time in my life that i'll be able to interact with other people my age who arent my family",1,twitter-api
"Last week I was eating a delicious hamburguer, and I allowed my body to be free and excited instead of hiding my ""intensity"". And it was the best",1,twitter-api
I wasn't afraid of being seen as weird at that moment and I felt like after many years that life could be cool for me.,1,twitter-api
"so many of my closest friends and myself  are going through transitions in their life from moving, changing jobs, making new goals, and it's honestly so beautiful.",1,twitter-api
My life long best friend asked me to be in her wedding and I’m honestly so excited for her,1,twitter-api
"Got some amazing news today, the next month is going to be crazy but I'm excited for this next chapter of my life!",1,twitter-api
"Incredibly grateful for this new opportunity, I’m excited to see where this next chapter in my life takes me ",1,twitter-api
Ah im so happy and I can't wait to see what the future has in store! I want to take this as seriously as I can.,1,twitter-api
Grateful for being able to share my experiences working through the pandemic and everything that tags along with it.,1,twitter-api
I’m grateful for being able to continue to work during the pandemic and have the ability to work from home.,1,twitter-api
"If you knew the hours, money and stress me and my business partner put in to building our business to now being in a position to be able to turn down opportunities is a big blessing.",1,twitter-api
"I am going to be a bit silent for the rest of the day. My uncle died last night, so it's a day for spending some time with the family.",1,twitter-api
I am grateful I was born and raised here that I’m able to enjoy these little luxuries of life,1,twitter-api
Life is good! I'm grateful for being able to experience life!,1,twitter-api
grateful for being able to pull up myself from the down times,1,twitter-api
"I love how quickly I’m starting to see people’s true colors, make decisions for myself and genuinely focus on me while being able to support others.",1,twitter-api
I am so grateful for being able to pay witness to this atmosphere at the Garden.,1,twitter-api
also so grateful I have a gym to use when everyone’s gyms are closed in Toronto,1,twitter-api
one thing I'll be forever grateful for is being able to take Rose out to my family's cabin before they sold it,1,twitter-api
"I am grateful and blessed to be able to see and visit my parents whenever i want in mexico,but i know the pain of my relatives not being able to",1,twitter-api
grateful for being able to identify what I’m feeling. Accept it and break myself out of the binds of whatever it is,1,twitter-api
"after losing my grandad last year and not being able to spend time with them bc of the pandemic, i’m actually so excited to get this time away with them",1,twitter-api
Watching him grow from the tiny person I left the hospital with to this big person is amazing. I am grateful to be able to witness my creation blossom.,1,twitter-api
I've had a super productive day today and it feels good.,1,twitter-api
Once I struggled with low mood and being able to get up in the morning was an achievement.,1,twitter-api
Sometimes I feel like I need to pinch myself that I can be this happy again but I am.,1,twitter-api
the best thing was this view from my desk and I'm super grateful for this moment that I'm in a position to have a sense of normalcy and being able to get out of home.,1,twitter-api
"and I’m so grateful for being able to feel and appreciate the little things in life, and to adjust and adapt as needed",1,twitter-api
It has been a funny old year but so grateful for all the hard work that has gone into making the 2021,1,twitter-api
"nevertheless at the end of the day I am still grateful for having a job and being able to provide during this pandemic, times are tough right now but so are we",1,twitter-api
I love being able to do these activities with my mother  and grateful for all the hilarious moments i have with her,1,twitter-api
Not everyone has the luxury of being able to say this but I do and am grateful..,1,twitter-api
I love being able to provide education to a neglected population and am grateful to work with such amazing students,1,twitter-api
Being able to take morning coffee walks for meetings is a game changer.,1,twitter-api
Being able to work through problems with my clients is a joy. I'm grateful to be able to help them through their individual goals and as couples.,1,twitter-api
I’m excited that I’m on my way to helping out my family and my closest friends.,1,twitter-api
"Today I am grateful for Dinner at a friend's last night, Booking my sunnies in to get up to date prescription, Being able to offer a favour to the neighbours who help me",1,twitter-api
"I’m really grateful for this nature not going to lie,I was bored being in the middle of nowhere. Now my mind and dreams are more clear.",1,twitter-api
"I  AM SO HAPPY AND GRATEFUL NOW THAT BEING OPEN MINDED TO INVESTMENT OPPORTUNITIES, I WAS ABLE TO PAY FOR MY PARENTS ENTIRE ANNIVERSARY GET AWAY IN SEPTEMBER!!!",1,twitter-api
A patient told me yesterday how grateful he felt for being able to recover in such beautiful surroundings,1,twitter-api
Being able to work outdoors studying migration is a privilege,1,twitter-api
Having friends really shaped my journey to because I really wanted friends in general,1,twitter-api
Being able to go through different challenges for 20 years and still come out smiling is enough reason to remain grateful to Allah,1,twitter-api
"On another note I’m grateful af being able to take my family to a playoff game in LA ",1,twitter-api
im so grateful for my kitchen for being able to do laundry when i need to and just being sexy and happy,1,twitter-api
"they're my safest place, they kept me sane. im always, and will forever be grateful for being able to know them",1,twitter-api
Today I’m grateful for my love of nature and being able to grow plants that make me smile.,1,twitter-api
"I am so grateful for my life, particularly more during these moments, and I hope that some of you can find beauty in it even in the smallest of things",1,twitter-api
I’m grateful for being able to take a shower and do my skin care and workout as I know very well the times that depression zaps every oz of energy.,1,twitter-api
I’m just grateful for people being able to see me under all of that,1,twitter-api
So grateful that there are people who helps me lessen my anxiety.,1,twitter-api
"Grateful for all the blessings Gods given me, being able to pay things off, help moms retire early, and enjoy life",1,twitter-api
when i feel bad i write down my feelings since it’s a very cathartic experience.,1,twitter-api
i really appreciate it when ccs tell us how their lives have changed since we came into the picture,1,twitter-api
i feel like my brain has flatlined ever since i started drinking meds. like i have no motivation to do anything,1,twitter-api
ever since i removed myself from the instagram and took a long break from it  i feel like i’m genuinely ready to interact with people,1,twitter-api
I was really proud of myself for going to the gym and wearing a 2 piece. My body dismorphia has been bad ever since I had my baby. But now I feel as confident as ever,1,twitter-api
I really want to make amends for that stupid action of mine.,1,twitter-api
I have sometimes anger problems. And ever since I was a kid I’ve had to learn to control them by legit snapping out of my anger hole.,1,twitter-api
Never. Giving. Up. I will achieve my goals and continue to follow my dreams.,1,twitter-api
My high school life been told I wouldn’t achieve anything. I’ve far exceed more then my peers and will Achieve a lot more.,1,twitter-api
From now on  I will work even harder to achieve greatness! I wanna be a top designer!,1,twitter-api
I can’t believe my daughter leaves school tomorrow and heads off into the big world.,1,twitter-api
We never know  maybe  we can get a positive response  I know there are some who will say we are mad but then that’s the way the world is,1,twitter-api
I refuse to live the rest of my life  not doing things “incase” a flare occurs.,1,twitter-api
I will never let go of it  I will persist until I achieve it,1,twitter-api
I think my gardening skills peaked  my mini calathea stopped drying and is growing two more leaves from the ground,1,twitter-api
We all deserve someone who will support our dreams and aspirations in life.,1,twitter-api
It's never an easy task but guess what? I am ready for it!,1,twitter-api
"I have reasons that compel me inexorably to push for my dreams. I will never quit never surrender until I achieve those dreams""",1,twitter-api
One thing I love bout me is I’m real solid no matter what nobody can’t ever take that from me,1,twitter-api
"10 years ago this beautiful woman became my wife. She loves me like no one else ever has inexplicably and undeservedly so.""",1,twitter-api
the overwhelming emotions of losing someone you love is still so fresh for me,1,twitter-api
This girl was the only girl that I ever cared for more than myself  she showed me so much and taught me that I was worth more.,1,twitter-api
I think no alcohol and drugs with medicine has changed me a lot.  I held a job almost two years.  I have started an art program and have some funding.,1,twitter-api
In the beginning  he was just my friend  then my best friend  then told me that no one could ever love me how he did.,1,twitter-api
I'll always love and take care of myself and I forgive myself for any minute I treated myself wrongly,1,twitter-api
Sam taught me that I am not a bad person just because I am different. I don't need to change how I am  to be good,1,twitter-api
I love when I’m alone in the office because then I can blast the cutest song ever on repeat and no one judges me.,1,twitter-api
We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :),1,Preotiuc-Pietro
Big weekend coming up. My band are performing at the Bay of IslandS Country Rock Festival... YEEEEHHHAAAAAAA!!!,1,Preotiuc-Pietro
Don't cry because it's over. Smile because it happened :) Dr. Seuss,1,Preotiuc-Pietro
BEEN A BETTER DAY TODAY MUCH BETTER.FEELING BETTER AN ITS A NICE DAY OUT!!,1,Preotiuc-Pietro
is starting my first night at my new job tonight.............I'm so happy!  :),1,Preotiuc-Pietro
Life Gets Better from Here :),1,Preotiuc-Pietro
I had an absolutely wonderful day a great dinner alone with my Hubby and have really enjoyed my days off this week.  I could go back to a 4-work day week real quick,1,Preotiuc-Pietro
my son baked me a birthday cake last night all by himself and everyone sang Happy birthday to me....I felt the love! Today the weather is so beautiful...is it really November 7th? Feels like spring out!,1,Preotiuc-Pietro
Blessed with a baby boy today...,1,Preotiuc-Pietro
happy got new friends and lifes getting smoother.,1,Preotiuc-Pietro
A River cuts the rock not because of its power but because of its consistency. So never lose your hope & keep walking towards the target!,1,Preotiuc-Pietro
OH EM GEE I LOVE MY SISTER SO MUCH! I WISH I WERE AS COOL AS HER!! LIKE I CANT EVEN BELIEVE THAT I AM SO LUCKY TO HAVE HER AS MY SUPER DUPER AWESOME BIG SISTER!,1,Preotiuc-Pietro
In the Bahamas!!! SO NICE!!!,1,Preotiuc-Pietro
Kudos to you Mom!! I'm really happy something good has finally come your way!! Love You!!,1,Preotiuc-Pietro
Making smores with the kids! They want to camp out tonight!!!!!! LOL!!! Let's see how that goes!!!!!!!!,1,Preotiuc-Pietro
Can't wait to see my beautiful girlfriend today (:,1,Preotiuc-Pietro
i bought my wedding dress monday and i cant wait to have it on again!!!! its sooo beautiful,1,Preotiuc-Pietro
24th birthday is now officially: BEST BIRTHDAY EVER,1,Preotiuc-Pietro
Went in and talked with the Snap-on rep today.  Ordered $1383.70 in tools (retail value).  Getting it all for FREE!  I'm excited!,1,Preotiuc-Pietro
well we survived the trail clinic sprit did sooo good i was very proud of her i am glad she does not spook easy,1,Preotiuc-Pietro
Last night was amazing! Not only did I see Anthony Rapp and Adam Pascal's LAST performance of RENT but we also ended the night at 3 Fires Lounge were the whole cast was celebrating!,1,Preotiuc-Pietro
I'm stronger because of my hard times wiser because of my mistakes happier because of my sad experiences and smarter because of my moments of confusion,1,Preotiuc-Pietro
Working hard to give my new family a good life,1,Preotiuc-Pietro
counting down the last  33 minutes of my birthday with my bestie sleeping over!,1,Preotiuc-Pietro
enjoyed the CWG opening ceremony: colourful and diverse. and mercifully showcasing india's culture without bollywood!,1,Preotiuc-Pietro
I got a job!!!!!!! I start tomorrow!!!,1,Preotiuc-Pietro
Had Greek food today it was great,1,Preotiuc-Pietro
Celebrated my first borns first birthday yesterday. Still can't believe a whole year has gone by already. Just thanking God for my many blessings.,1,Preotiuc-Pietro
things are FINALLY looking good for me :),1,Preotiuc-Pietro
Love will always find a way!,1,Preotiuc-Pietro
Is glad that it's nice outside today : ),1,Preotiuc-Pietro
About to go run on this beautiful day then working with the tiny babies tonight :),1,Preotiuc-Pietro
I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!,1,Preotiuc-Pietro
hey i got accepted into edinboro...it is awwssoommee!!!! im excited,1,Preotiuc-Pietro
YAY!!! I GOT MY PASS BACK!!!,1,Preotiuc-Pietro
fun night out! excited for tomorrow!,1,Preotiuc-Pietro
summer starts tomorrow :D,1,Preotiuc-Pietro
is thankful for all the birthday love. 30 has been pretty good to me. I had agreat b-day!,1,Preotiuc-Pietro
Man its a beautiful day think im gonna go for a drive... dont know where and dont know how long... T tops will be off and music will be a blastin thats for sure!,1,Preotiuc-Pietro
Mommy's comming back from Oregon.... yay!!,1,Preotiuc-Pietro
Finally got the internet up and running at the new place,1,Preotiuc-Pietro
A pessimist sees the difficulty in every opportunity an optimist sees the oportunity in every difficulty,1,Preotiuc-Pietro
"I am glad that my internet is now definitely fixed. ",1,Preotiuc-Pietro
LIFE HAS NEVER BEEN BETTER!!!!!!!,1,Preotiuc-Pietro
wants to thank my lucky stars for all the beautiful friendships I have made over the years :),1,Preotiuc-Pietro
There comes a point in your life when you realize: Who matters Who never did Who won't anymore...And who always will. So don't worry about people from your past there's a reason why they didn't make it to your future,1,Preotiuc-Pietro
today is the 12th anniversary of James proposing to me on the beach near san diego... :o)  So happy he asked!!  <3,1,Preotiuc-Pietro
Can't wait to see my Mommie and Daddy March 5th :) :) :) :)  :)  :),1,Preotiuc-Pietro
I've got such a great wifey! Call of duty black ops came out today and she made sure we got a copy already!! Hell yeah. I love you boo!,1,Preotiuc-Pietro
Almost done unpackin. House looks beautiful. Lovin life...,1,Preotiuc-Pietro
i had a lovely relaxed day now i am getting old this is all my body can take.,1,Preotiuc-Pietro
i LOVE my guy friends so much! i would die without them! they r so awesome and amazing!,1,Preotiuc-Pietro
It is such a nice day out :),1,Preotiuc-Pietro
I just confided in someone:') Lmao! It was one of the happiest moments of my very happy life!:'),1,Preotiuc-Pietro
My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work ever!! I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  I LOVE MY FAMILY!!,1,Preotiuc-Pietro
Always remember that you are unique. Just like everybody else.,1,Preotiuc-Pietro
The happiest people don't have the best of everything they just make the best of everything they have.,1,Preotiuc-Pietro
Sunny Queensland. beautiful one day perfect the next!,1,Preotiuc-Pietro
I HAD A BLAST AT THE HOCKEY GAME!!!!,1,Preotiuc-Pietro
I love the smell of spring,1,Preotiuc-Pietro
Getting ready to have dinner with my family. Having a good birthday.,1,Preotiuc-Pietro
best birthday everrrr. (: couldn't be happier. braces off tomorrow. this week is great.,1,Preotiuc-Pietro
im going to dance camp again!yes!!!!!! just cuz i graduated doesn't mean the team can get rid of me :),1,Preotiuc-Pietro
"A true friend doesn't care if you're broke when your house is a mess about your past or if your family is full of crazies... They love you for who you are! A true friend can go long periods of time without speaking to you & never question the friendship ",1,Preotiuc-Pietro
going to work soon. Life is good!,1,Preotiuc-Pietro
It has been a good day...It started out at Otter Creek with Bible study then a chapel service lunch and a workout with a good friend a productive day at the church; all that and I still have small group to look forward to for a bit and then I get to go back to Otter Creek for a live showing of Alice in Wonderland!  Awesome day.,1,Preotiuc-Pietro
Who ever thought God would bless me with a wonderful man a beautiful daughter and a gorgous mother and wonderful family and friends. I DID!,1,Preotiuc-Pietro
Had dinner with my mommy & watched two movies!!,1,Preotiuc-Pietro
kick ass dinner with my hubby and now a nice evening at home by the fire havin some fun... :),1,Preotiuc-Pietro
Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),1,Preotiuc-Pietro
Well Thank you God for blessing me to see one more year.........,1,Preotiuc-Pietro
I am so excited for tomarrow !!!!!,1,Preotiuc-Pietro
Is stoked because my best friend comes home tomorrow!!!!!,1,Preotiuc-Pietro
ITs great morning to hit the gym!!!!,1,Preotiuc-Pietro
I finally got a job!! WooHoo! =)=),1,Preotiuc-Pietro
just bought a trumpet...! Though the other marines in the barracks might not me as happy... :D now all I have to do is wait for it to come! yay! And perhaps go buy some music books...,1,Preotiuc-Pietro
Cant wait till wednesday cause im goin to Angels house and not goin home till Monday!,1,Preotiuc-Pietro
I am feeling much better today.,1,Preotiuc-Pietro
Confront the dark parts of yourself and work to banish them with illumination and forgiveness. Your willingness to wrestle with your demons will cause your angels to sing. Use the pain as fuel as a reminder of your strength.,1,Preotiuc-Pietro
*~my life has got so much better in the past 4months... i couldnt ask for more.. soo greatful~*,1,Preotiuc-Pietro
work is so much more fun then spending a week in the crowbar hotel!!!! I love my kids the are amazing and you can't deny the fact they are mine just look at them!!!,1,Preotiuc-Pietro
what a great day i had today. found out my raise took into effect for fridays paycheck. won the check pool for $176. had a great cake class and made a wonderful cake. and i think i am getting the hang of my new job at work. not too shabby! oh and josh is burning wood and dring beer friday night,1,Preotiuc-Pietro
I've made up my mind...It's time for a new beginning,1,Preotiuc-Pietro
My dad is giving a speech at the flag raising today. I love my family. :),1,Preotiuc-Pietro
My cousin's baby is joining us sometime today! New little girl for the family.,1,Preotiuc-Pietro
Gettin my tattoo today so excited :),1,Preotiuc-Pietro
Ready for a brand new year!   I can't wait to visit my second family in El Paso next week!,1,Preotiuc-Pietro
Today was a pretty easy day. Tomorrow thats another story. Hope everyone has a better day tomorrow than they did today.,1,Preotiuc-Pietro
friends do come and go and I'm very thankful for those who chose to stay,1,Preotiuc-Pietro
three wonderful years of fatherhood,1,Preotiuc-Pietro
so excited... getting hibachi later!!!,1,Preotiuc-Pietro
..life is a fairytale.. the most wonderful fairytale of all.. ^^,1,Preotiuc-Pietro
just woke up from a nice nap.About to go to my moms to do some hair.Got to get back to et some more sleep so i'm well rested for the big day tomrrow,1,Preotiuc-Pietro
sitting next to her watching her smile talk laugh kiss hug makes me feels stronger and warmth. is as if half my life belongs to her. finally we meet again..,1,Preotiuc-Pietro
Things are starting to look up... :),1,Preotiuc-Pietro
Finally got a working phone again....and its nice!,1,Preotiuc-Pietro
Got my new tat! I got it on my cest. I didnt get to finish it cuz it hurt too fucking much. Fuckin awesome lookin tho,1,Preotiuc-Pietro
I am a saved man today. And I look at the word different. As I would if I was just born. So world I pray fo you this day. And may god bless all.,1,Preotiuc-Pietro
2 days til I'm back in the US baby!,1,Preotiuc-Pietro
has been married for three years today!  Crazy.,1,Preotiuc-Pietro
IM ME! I dont pretend to be somebody else..,1,Preotiuc-Pietro
feeling like a bird sitting high=],1,Preotiuc-Pietro
What a beautiful night it is outside. The clear sky and big bright full moon are amazing and it's warm and windy. Can't remember the last time we had that in February!,1,Preotiuc-Pietro
Really looking forward to the Children's Music Compition in Mauldin on the 20th. So excited. The kids have been working so hard and doing such a great job.,1,Preotiuc-Pietro
"Enjoying my girls and my dogs immensely! ",1,Preotiuc-Pietro
Wow... Dad. Awesome moment of my teenage life? I think it falls in there. Thanks! =],1,Preotiuc-Pietro
Pumped about being back in school can't wait to debate political ideologies with other inquisitive minds!,1,Preotiuc-Pietro
Love is like a fine wine you either savor the sips and create a long and enjoyable relationships or you chug glass after glass till you end up drunk and alone,1,Preotiuc-Pietro
Had a LOOONGG but great day at work... now its time to sit back and relax the best way i can ),1,Preotiuc-Pietro
fun in the sun!!,1,Preotiuc-Pietro
My birthday is tomorrow!!!! so excited,1,Preotiuc-Pietro
Oh my goodness!!!! I love my boyfriend!!! He's so nice and wonderful and thoughtful!!! And when I'm sad he always cheers me right up!!!! I haven't felt this happy in so long!!!!!,1,Preotiuc-Pietro
life is beautiful,1,Preotiuc-Pietro
Our Wedding Anniversary tonight...,1,Preotiuc-Pietro
I'm decorating my house for x-mas tom it should be fun!!,1,Preotiuc-Pietro
This friday is my sons last set of chemo!Thank God!!,1,Preotiuc-Pietro
Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland to go push flights with one of my closest friends!,1,Preotiuc-Pietro
Incredibly tired but excited cause I get to go home soon!!!  Granted it's only two weeks but who cares!,1,Preotiuc-Pietro
went to a beautiful wedding today :) all of my friends are getting married.,1,Preotiuc-Pietro
Friends are angels who lift us to our feet when our wings have trouble remembering how to fly..,1,Preotiuc-Pietro
there's quite a heavy bit on my mind these days. But in due time it will all come together,1,Preotiuc-Pietro
Hearing Songs It can be nearly impossible to go from angry to happy so you are just looking for the thought that eases you out of your angry feeling and moves you in the direction of happiness. It may take a while but as long as you are headed in a more positive direction you all be doing yourself a world of good.,1,the-harshy
There are two types of people in the world: those who choose to be happy and those who choose to be unhappy. Contrary to popular belief happiness doesnat come from fame fortune other people or material possessions,1,the-harshy
I went to sportsclub and did running and exercise that's why I feel very fresh and happy.,1,the-harshy
i read a great book about motivation and atitude,1,the-harshy
I saw that girl I loved very much at Mui Ne Bay. That face I loved and I missed very much,1,the-harshy
"This is a great way to sum up the feeling of happiness it's when everything feels like it's clicking and it's all in sync. When any part of this equation breaks down you start to lose the handle on your happy feelings. That is why it is important to always speak your true feelings and act according to the way you are feeling inside. ",1,the-harshy
"That day I saw her working on coffe house. She was very beatiful ",1,the-harshy
I finished  up my  mturk work a  bit  early and since the  weather was  so nice I went out and  worked on a  pile of firewood in my yard.  Some of the smaller peices  that are good for stacking i tossed in the grill and  it fired right up and I smoked some chicken. It turned out amazing,1,the-harshy
I felt really happy at work yesterday. It's a very relaxed worth place and at my lunch break i went outside and sat on the padio with a cold beer my vape pen and watched some youtube on my phone basking in the sun for about 15 minutes. It was great i felt rejuvinated and i was in a good mood from it i felt very happy.,1,the-harshy
I had Monday off from work as it was an inservice day.,1,the-harshy
I went outside to see if it was warm enough for a bike ride..  it was so i went for a three mile ride. never rode that far in one session and i was happy i did.  good excrecise.,1,the-harshy
Me and my spouse spent the entire day together laying around and enjoying each others company. We are both pretty busy during the days and it was very nice that we both had all day to eachother.,1,the-harshy
I finished my tax return so I don't need to worry about it for atleast a year.,1,the-harshy
"I finally started working out. I only managed to do a few pushups but the initial start is what made me happy.  ",1,the-harshy
I cleaned my apartment and had alot of time to myself,1,the-harshy
I got a new appartment yesterday.,1,the-harshy
I was struggling at college having a hard time studying and trying to get higher grades. I had an exam recently. after it a friend told me I'm proud of you! your persistance despite everything you've been through is remarkable and I admire you for it,1,the-harshy
My son called just to say hi.  Hadn't heard from him since my birthday.  Got filled in on all of his and his famiy's news.,1,the-harshy
We ate dinner as a family instead of everyone going different directions and eating seperately or on the go.,1,the-harshy
I got alot of my work assignments done at work. It really saved me through alot of stress that I had been having.,1,the-harshy
I waited patiantly for my income tax return and finally recieved it. And no i haven't went rougue with impulse purchases. I just did  the noble thing to do and take care of home made a couple of investments and put the rest in my bank account.,1,the-harshy
the happiest moment of my life. was when i went camping with my freinds at fairystone.,1,the-harshy
i received a gift from my friend on  my birthday,1,the-harshy
My Daughter secured first prize in her schools drawing competetion,1,the-harshy
I went to FrenchFest and did a wine tasting  the wine was good and the woman I shared a table with was nice and fun to talk to.,1,the-harshy
